timestamp,value
2024-01-01 00:00:00,50.49671415301123
2024-01-01 00:01:00,49.86173569882882
2024-01-01 00:02:00,50.647688538100695
2024-01-01 00:03:00,51.52302985640802
2024-01-01 00:04:00,49.765846625276666
2024-01-01 00:05:00,49.76586304305082
2024-01-01 00:06:00,51.57921281550739
2024-01-01 00:07:00,50.76743472915291
2024-01-01 00:08:00,49.53052561406505
2024-01-01 00:09:00,50.542560043585965
2024-01-01 00:10:00,49.53658230718754
2024-01-01 00:11:00,49.53427024642974
2024-01-01 00:12:00,50.24196227156603
2024-01-01 00:13:00,48.0867197553422
2024-01-01 00:14:00,48.275082167486964
2024-01-01 00:15:00,49.437712470759024
2024-01-01 00:16:00,48.987168879665575
2024-01-01 00:17:00,50.31424733259527
2024-01-01 00:18:00,49.09197592447879
2024-01-01 00:19:00,48.58769629866471
2024-01-01 00:20:00,91.46564876892155
2024-01-01 00:21:00,89.77422369951347
2024-01-01 00:22:00,90.06752820468793
2024-01-01 00:23:00,88.57525181378654
2024-01-01 00:24:00,89.45561727547482
2024-01-01 00:25:00,90.11092258970987
2024-01-01 00:26:00,88.8490064225777
2024-01-01 00:27:00,90.37569801834567
2024-01-01 00:28:00,49.3993613100812
2024-01-01 00:29:00,49.708306250206725
2024-01-01 00:30:00,49.3982933877706
2024-01-01 00:31:00,51.85227818450894
2024-01-01 00:32:00,49.98650277526207
2024-01-01 00:33:00,48.9422890710441
2024-01-01 00:34:00,50.82254491210319
2024-01-01 00:35:00,48.77915635002898
2024-01-01 00:36:00,50.20886359500476
2024-01-01 00:37:00,48.040329876120225
2024-01-01 00:38:00,48.67181395110157
2024-01-01 00:39:00,50.19686123586912
2024-01-01 00:40:00,50.73846657999541
2024-01-01 00:41:00,50.17136828118997
2024-01-01 00:42:00,49.88435171761176
2024-01-01 00:43:00,49.69889630441071
2024-01-01 00:44:00,48.521478009632574
2024-01-01 00:45:00,49.28015579160529
2024-01-01 00:46:00,49.53936122904021
2024-01-01 00:47:00,51.057122226218915
2024-01-01 00:48:00,50.34361828956846
2024-01-01 00:49:00,48.23695984463727
2024-01-01 00:50:00,80.32408396939479
2024-01-01 00:51:00,49.61491771958369
2024-01-01 00:52:00,49.32307799969404
2024-01-01 00:53:00,50.61167628884087
2024-01-01 00:54:00,51.030999522495954
2024-01-01 00:55:00,50.931280119116195
2024-01-01 00:56:00,49.160782476777364
2024-01-01 00:57:00,49.69078762414878
2024-01-01 00:58:00,50.33126343140356
2024-01-01 00:59:00,50.97554512712236
2024-01-01 01:00:00,49.52082576215471
2024-01-01 01:01:00,49.81434102333618
2024-01-01 01:02:00,48.89366502599397
2024-01-01 01:03:00,48.80379337591933
2024-01-01 01:04:00,50.8125258223942
2024-01-01 01:05:00,51.356240028570824
2024-01-01 01:06:00,49.927989878419666
2024-01-01 01:07:00,51.00353289789202
2024-01-01 01:08:00,50.36163602504764
2024-01-01 01:09:00,49.354880245394874
2024-01-01 01:10:00,100.36139560550842
2024-01-01 01:11:00,101.53803656646596
2024-01-01 01:12:00,99.96417396089005
2024-01-01 01:13:00,101.56464365581401
2024-01-01 01:14:00,97.38025489591026
2024-01-01 01:15:00,100.82190250437523
2024-01-01 01:16:00,100.08704706823818
2024-01-01 01:17:00,99.70099264953413
2024-01-01 01:18:00,100.0917607765355
2024-01-01 01:19:00,98.0124310853991
2024-01-01 01:20:00,99.7803281121625
2024-01-01 01:21:00,100.35711257151175
2024-01-01 01:22:00,101.47789404474152
2024-01-01 01:23:00,99.48172978172636
2024-01-01 01:24:00,99.19150639710682
2024-01-01 01:25:00,99.49824295641545
2024-01-01 01:26:00,100.91540211770207
2024-01-01 01:27:00,100.32875110965969
2024-01-01 01:28:00,99.47023979623296
2024-01-01 01:29:00,100.51326743311336
2024-01-01 01:30:00,50.09707754934804
2024-01-01 01:31:00,50.96864499053289
2024-01-01 01:32:00,49.29794690612265
2024-01-01 01:33:00,49.67233785340223
2024-01-01 01:34:00,49.607891846867844
2024-01-01 01:35:00,48.536485051867885
2024-01-01 01:36:00,50.296120277064574
2024-01-01 01:37:00,50.26105527217989
2024-01-01 01:38:00,50.00511345664246
2024-01-01 01:39:00,49.76541286662485
2024-01-01 01:40:00,83.58462925794959
2024-01-01 01:41:00,49.57935467723464
2024-01-01 01:42:00,49.65728548347323
2024-01-01 01:43:00,49.19772273077838
2024-01-01 01:44:00,49.83871428833399
2024-01-01 01:45:00,50.404050856814536
2024-01-01 01:46:00,51.88618590121053
2024-01-01 01:47:00,50.17457781283184
2024-01-01 01:48:00,50.25755039072276
2024-01-01 01:49:00,49.92555408423383
2024-01-01 01:50:00,48.08122878470096
2024-01-01 01:51:00,49.97348612455078
2024-01-01 01:52:00,50.060230209941025
2024-01-01 01:53:00,52.46324211248529
2024-01-01 01:54:00,49.80763903521888
2024-01-01 01:55:00,50.30154734233361
2024-01-01 01:56:00,49.96528823029475
2024-01-01 01:57:00,48.83132196238047
2024-01-01 01:58:00,51.14282281451502
2024-01-01 01:59:00,50.75193303268677
